1,我国第一部网络安全基础性法律是（）。,A《反恐怖主义法》B《网络安全法》C《国家安全法》,3,B,B,7,1,0,0
1,《网络安全法》施行时间（）。,"A 2016年11月7日B 2017年6月1日C 2017年1月1日
",4,B,B,7,1,0,0
1,（）负责统筹协调全国网络安全工作和相关监督管理工作。                                                                         A国信办（中央网信办）B工信部C公安部,,4,A,A,7,1,0,0
1,QQ聊天记录不被非法调取，是《网络安全法》维护网络数据的（）功能。,A完整性B可用性C保密性,4,C,C,7,1,0,0
1,用户不提供真实身份信息的，网络运营者（）为其提供相关服务。,A视情B可以C不得,4,C,C,7,1,0,0
1,网络产品、服务收集用户个人信息，其提供者（）取得用户同意。,A应当B根据具体情况C无需,4,A,A,7,1,0,0
1,为处置重大突发社会安全事件，经（）决定或者批准，可以在特定区域对网络通信采取限制等临时措施。,A国务院B省级人民政府C中央网信办,4,A,A,7,1,0,0
1,《网络安全法》规定对网络运营者的罚款处罚最高额度是（）。,A 10万B 50万C 100万,4,C,C,7,1,0,0
1,下列叙述错误的是（）。,"A任何个人和组织不得窃取个人信息B任何个人和组织不得出售个人信息C任何个人和组织不得调取个人信息
",4,C,C,7,1,0,0
1,（）按照规定统一发布网络安全监测预警信息。,A公安机关B电信部门C网信部门,4,C,C,7,1,0,0
1,网络运营者未要求用户实名的，最高可处罚款（）。,A5万B10万C50万,4,C,C,7,1,0,0
1,网信办对网络运营者不能进行的处罚是（）。,A暂停服务B行政拘留C停业整顿,4,B,B,7,1,0,0
1,受到刑事处罚的网络运营者，（）不得从事网络安全管理和网络运营关键岗位的工作。,A五年内B十年内C终身,4,C,C,7,1,0,0
1,《网络安全法》规定的网络运营者，不包括（）。,"A网络所有者B网络管理者C网络应用开发商
",4,C,C,7,1,0,0
1,设立用于实施违法犯罪活动的网站、通讯群组，由（）作为执法主体予以关闭。,A网信办B公安局C通管局,4,B,B,7,1,0,0
1,非法出售个人信息尚不构成犯罪的，没收违法所得，并处违法所得（）罚款。,A 一倍以上三倍以下B 一倍以上五倍以下C 一倍以上十倍以下,4,C,C,7,1,0,0
1,违反《网络安全法》相关规定，对自然人最低可处罚款（）。,A 2000元B 3000元C 5000元,4,C,C,7,1,0,0
1,以下说法错误的是（）。,"A《网络安全法》未对普通网民做出规定B《网络安全法》规定了责令暂停相关业务、停业整顿、关闭网站、吊销相关业务许可证或者吊销营业执照的处罚种类C“应用商店”运营者不在该法调整对象范畴之列
",4,C,C,7,1,0,0
1,《网络安全法》第二十一条规定，国家实行网络安全（）保护制度。,"A.秘密B.等级C.设施
",4,B,B,7,1,0,0
1,（）应当为其产品、服务持续提供安全维护,"A.网络产品、服务的提供者B.网信部门C.政府相关部门
",4,A,A,7,1,0,0
1,国务院电信主管部门、公安部门和其他有关机关依照本法和有关法律法规的规定，在各自职责范围内负责网络安全（ ）工作,"A、监测、防御、处置B、保护和监督管理C、推广
",4,B,B,7,1,0,0
1,《互联网信息服务管理办法》规定，互联网信息服务提供者(网站)不得制作、复制、发布、传播_____、迷信、赌博、暴力、恐怖等违法有害信息。,"A、淫秽色情 B、商业广告 C、新闻信息
",4,A,A,7,1,0,0
